'att2','att3','att4','att5','att6','att7','att8','att9','att10','id','outlier'
5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,433.0,'no'
3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,434.0,'no'
6.0,9.0,7.0,5.0,5.0,8.0,4.0,2.0,1.0,435.0,'no'
4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,439.0,'no'
5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,440.0,'no'
5.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,442.0,'no'
1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,443.0,'no'
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,444.0,'no'
5.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,445.0,'no'
4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,451.0,'no'
3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,453.0,'no'
2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,455.0,'no'
5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,459.0,'no'
5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,460.0,'no'
3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,462.0,'no'
6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,463.0,'no'
4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,464.0,'no'
1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,470.0,'no'
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,473.0,'no'
4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,477.0,'no'
5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,479.0,'no'
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,481.0,'no'
5.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,482.0,'no'
1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,486.0,'no'
4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,493.0,'no'
5.0,1.0,2.0,10.0,4.0,5.0,2.0,1.0,1.0,495.0,'no'
4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,498.0,'no'
3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,506.0,'no'
1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,508.0,'no'
3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,519.0,'no'
1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,521.0,'no'
4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,522.0,'no'
6.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,529.0,'no'
1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,536.0,'no'
6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,540.0,'no'
5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,541.0,'no'
5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,543.0,'no'
2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,545.0,'no'
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,548.0,'no'
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,549.0,'no'
3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,553.0,'no'
4.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,554.0,'no'
4.0,3.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,556.0,'no'
5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,557.0,'no'
3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,567.0,'no'
4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,568.0,'no'
5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,581.0,'no'
5.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,585.0,'no'
5.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,598.0,'no'
5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,600.0,'no'
4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,607.0,'no'
2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,614.0,'no'
2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,615.0,'no'
4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,616.0,'no'
6.0,3.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,622.0,'no'
7.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,623.0,'no'
5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,625.0,'no'
3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,626.0,'no'
2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,628.0,'no'
6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,631.0,'no'
3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,636.0,'no'
4.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,638.0,'no'
4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,641.0,'no'
1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,648.0,'no'
3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,651.0,'no'
1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,652.0,'no'
5.0,4.0,5.0,1.0,8.0,1.0,3.0,6.0,1.0,658.0,'no'
1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,663.0,'no'
3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,665.0,'no'
5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,667.0,'no'
3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,672.0,'no'
5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,674.0,'no'
4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,676.0,'no'
5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,683.0,'no'
3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,688.0,'no'
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,690.0,'no'
3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,694.0,'no'
3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,695.0,'no'


