'GLCM_pan','Mean_Green','Mean_Red','Mean_NIR','SD_pan','id','outlier'
127.8071795,202.7119565,120.7228261,415.8043478,27.25897123,56.0,'yes'
122.1594203,195.15,128.825,323.975,28.94809741,57.0,'yes'
126.4321845,206.4229075,128.5991189,403.061674,23.36858873,58.0,'yes'
128.3687542,211.3544974,140.6507937,411.3015873,24.84213476,59.0,'yes'
126.739726,203.3913043,129.9043478,390.8173913,20.6357848,60.0,'yes'
128.5811359,200.8709677,119.3225806,436.5564516,24.03356784,61.0,'yes'
136.3594354,210.3058104,118.4220183,462.5688073,21.60957497,62.0,'yes'
128.97306,202.625,118.7592593,427.4953704,21.30353289,63.0,'yes'
131.5998251,209.5601852,117.2361111,566.0092593,36.4421222,64.0,'yes'
122.6654275,218.2677165,136.5866142,498.6338583,26.64967609,65.0,'yes'
132.4554924,198.8656716,113.8059701,323.0597015,18.65771938,66.0,'yes'
129.2080096,188.6886792,110.6509434,327.7169811,19.00539542,67.0,'yes'
124.5904664,197.3252033,120.6422764,398.8536585,18.67563734,68.0,'yes'
129.3601369,207.2619048,123.9455782,464.7244898,26.64040968,69.0,'yes'
141.5742297,199.2444444,127.3333333,364.1777778,15.21928601,70.0,'yes'
127.2188119,190.3149606,110.1023622,383.3937008,19.66645422,71.0,'yes'
118.1225854,217.8941176,134.2352941,443.1117647,18.37603091,72.0,'yes'
138.6143141,213.6031746,126.1111111,421.0,18.30492542,73.0,'yes'
134.3015015,210.6,125.6714286,436.1904762,21.03409876,74.0,'yes'
142.867713,228.6785714,104.3928571,674.9642857,32.39953073,75.0,'no'
143.4972826,211.6086957,95.73913043,612.3478261,29.53009423,76.0,'no'
135.725,238.9166667,107.5833333,741.2708333,20.84107148,77.0,'no'
112.8245614,236.92,108.04,705.84,22.67065063,78.0,'no'
111.2075472,233.1,105.575,729.775,23.67381201,79.0,'no'
124.955163,226.6956522,100.5652174,686.4347826,27.8710998,80.0,'no'
115.849866,235.893617,107.106383,757.212766,19.60157697,81.0,'no'
124.9702381,218.0952381,97.42857143,595.8571429,40.7810369,82.0,'no'
130.7117747,169.526738,69.40106952,187.684492,8.875740842,83.0,'no'
113.4651163,244.2592593,107.5555556,735.5185185,34.57541805,84.0,'no'
130.1183575,230.2307692,104.1923077,689.3461538,16.02328188,85.0,'no'
120.4139073,216.3157895,104.8947368,617.3157895,29.40386467,86.0,'no'
127.2232143,219.4285714,100.5714286,588.8571429,17.27449459,87.0,'no'
128.9453125,196.0,93.0,437.0,27.33587387,88.0,'no'
133.359375,166.0,84.0,247.0,14.10175078,89.0,'no'
127.3958333,200.3333333,99.16666667,486.1666667,26.02349366,90.0,'no'
137.9225941,231.3333333,99.36666667,641.8666667,40.49093177,91.0,'no'
105.1,206.8,97.0,564.2,21.30352084,92.0,'no'
132.3865546,203.7333333,95.8,531.8666667,53.596849,93.0,'no'
107.5769231,213.3076923,90.76923077,514.1538462,45.34822531,94.0,'no'
127.7657658,187.0,82.35714286,310.1428571,15.44394076,95.0,'no'
124.0184758,170.9272727,69.07272727,217.8363636,13.33725287,96.0,'no'
132.2993039,203.4074074,90.0,495.4074074,36.94377146,97.0,'no'
153.5416667,204.0,87.0,452.0,1.699673171,98.0,'no'
125.7393703,169.2030457,69.41624365,206.4111675,7.412495535,99.0,'no'
140.8571429,175.75,79.91666667,293.0,6.015604708,100.0,'no'
132.5920074,164.6829268,68.68292683,177.897561,8.123651767,101.0,'no'
138.2404181,198.25,87.05555556,445.3888889,27.26414006,102.0,'no'
136.2506173,191.6862745,87.17647059,441.7647059,20.3907805,103.0,'no'
130.0113636,199.1818182,95.27272727,520.6363636,12.18656624,104.0,'no'
120.8720812,226.3870968,101.7096774,746.8064516,16.68272206,105.0,'no'
144.3397436,174.4,77.65,302.1,10.06727371,106.0,'no'
106.34375,231.8,111.8,726.4,28.66722868,107.0,'no'
141.3506944,224.4444444,107.1111111,668.6666667,30.06392367,108.0,'no'
128.1771654,206.5,94.4375,456.875,23.2244273,109.0,'no'
127.4793153,206.8181818,93.59090909,525.4318182,18.79482246,110.0,'no'
130.7665615,217.0,97.4,648.4,24.67686163,111.0,'no'
123.8544936,213.2727273,100.5681818,645.2727273,34.31835491,112.0,'no'
122.6736111,183.3333333,80.66666667,390.7777778,20.08377516,113.0,'no'
119.1488095,200.0,93.52380952,488.6190476,29.79453449,114.0,'no'
111.1507353,193.0588235,88.35294118,493.8235294,33.46619427,115.0,'no'
109.6388889,206.5555556,97.66666667,463.5555556,20.25942853,116.0,'no'
127.9185581,218.8723404,98.08510638,679.5744681,19.80539089,117.0,'no'
135.1840149,177.0,78.5,406.4411765,16.31186653,118.0,'no'
138.2338235,214.4186047,97.44186047,730.8139535,26.14274167,119.0,'no'
136.7595628,195.6956522,89.52173913,511.2608696,15.83325208,120.0,'no'
93.6875,220.8571429,99.71428571,677.0,8.729494924,121.0,'no'
106.355814,218.6296296,99.48148148,719.5925926,19.9242048,122.0,'no'
139.2340426,211.0,99.77777778,588.6666667,18.66732803,123.0,'no'
183.28125,204.0,96.5,475.5,1.0,124.0,'no'
113.9808362,188.7222222,82.08333333,456.0,16.62578319,125.0,'no'
98.41964286,210.2857143,97.57142857,628.0,17.77983265,126.0,'no'
149.3125,206.6666667,94.83333333,607.6666667,27.37344618,127.0,'no'
125.5691244,222.7073171,101.4390244,775.1341463,21.64280974,128.0,'no'
111.4446855,206.5862069,94.34482759,631.7931034,25.2008814,129.0,'no'
109.2083333,220.0,95.08333333,757.4166667,19.72871568,130.0,'no'
139.4977477,201.2142857,88.07142857,568.2142857,22.3228571,131.0,'no'
130.8579387,201.7777778,88.06666667,471.8444444,16.21850795,132.0,'no'
141.5763889,213.0,90.77777778,721.7777778,40.47221269,133.0,'no'
106.2894737,197.5,86.5,541.5,27.57854943,134.0,'no'
133.6122112,178.5,73.81578947,347.2894737,18.83653622,135.0,'no'
140.3920455,204.0,96.0,583.0,21.8594307,136.0,'no'
134.625,216.9285714,98.71428571,714.7142857,12.61356575,137.0,'no'
142.6818182,210.2777778,93.94444444,628.3333333,25.65848836,138.0,'no'
139.6590909,211.5454545,91.36363636,679.8181818,13.61452797,139.0,'no'
140.75,213.6842105,95.21052632,756.3684211,10.72755016,140.0,'no'
138.65,203.2,88.0,641.2,39.85272889,141.0,'no'
143.2410714,186.7142857,82.85714286,467.5714286,27.10222523,142.0,'no'
130.5917085,192.78,85.4,540.5,24.07944352,143.0,'no'
117.6017442,220.9545455,103.1363636,673.1818182,10.24977323,144.0,'no'
112.6610879,212.4,94.6,773.6,24.33890347,145.0,'no'
122.0626866,213.2857143,95.14285714,557.0,22.67906824,146.0,'no'
124.7518519,229.6470588,109.2352941,806.1764706,6.494607825,147.0,'no'
122.1881533,200.3333333,90.0,631.0,22.21499883,148.0,'no'
136.5430464,200.5789474,85.10526316,450.7368421,16.12142292,149.0,'no'
123.2923497,205.6956522,91.17391304,481.0869565,17.80401603,150.0,'no'
100.3607595,230.2,105.8,821.6,17.05901521,151.0,'no'
113.2763158,195.0,84.54166667,467.4166667,27.2758542,152.0,'no'
127.6761364,221.4545455,103.0909091,768.4545455,28.98988139,153.0,'no'
92.7625,206.4,98.0,717.2,26.2297541,154.0,'no'
119.0585106,227.7288136,106.5084746,744.3728814,19.15983062,155.0,'no'
94.875,223.25,102.25,753.5,13.16007219,156.0,'no'
111.3,199.7,88.9,612.6,23.33688068,157.0,'no'
159.8671875,196.375,87.625,469.0,17.33313301,158.0,'no'
162.1,221.0,99.0,612.0,11.75755077,159.0,'no'
143.0,210.8421053,99.63157895,717.8947368,37.09880496,160.0,'no'
132.8737864,198.9230769,96.15384615,549.5384615,26.32388166,161.0,'no'
148.6531532,192.9285714,89.71428571,528.8571429,17.55298102,162.0,'no'
124.5421995,214.1836735,101.122449,575.7755102,20.19812322,163.0,'no'
121.1291391,220.4210526,107.7894737,767.0,23.22306917,164.0,'no'
121.1818182,203.1818182,93.63636364,592.4545455,45.61553309,165.0,'no'
137.7176871,201.2972973,92.75675676,484.972973,20.54676293,166.0,'no'
126.640625,221.75,101.25,591.0833333,12.26671196,167.0,'no'
128.5195313,192.625,86.3125,589.25,18.73822547,168.0,'no'
116.9835575,224.5,102.1904762,663.2380952,20.16014399,169.0,'no'
135.9144144,212.5714286,97.71428571,677.8571429,27.05134951,170.0,'no'
116.9403974,201.1578947,88.31578947,639.0526316,13.9050998,171.0,'no'
119.4849315,199.6521739,85.0,545.2608696,47.95784223,172.0,'no'
111.9810606,202.1764706,92.14705882,680.1176471,10.81045406,173.0,'no'
118.0435435,205.547619,93.16666667,625.6666667,36.93756607,174.0,'no'
130.6770992,174.9879518,75.26506024,312.7349398,12.14178109,175.0,'no'
131.5011655,200.8888889,83.22222222,631.4814815,28.36142398,176.0,'no'
117.6945876,197.9387755,88.02040816,604.8571429,17.20920107,177.0,'no'
117.4052045,183.0,76.82352941,399.4117647,21.05177749,178.0,'no'
130.2861771,193.7586207,83.62068966,522.5344828,28.64820032,179.0,'no'
149.5546875,201.0,94.5,629.5,25.78001891,180.0,'no'
133.2335244,181.3636364,75.81818182,390.75,12.34683015,181.0,'no'
110.2881944,199.2777778,82.22222222,622.0555556,34.91616945,182.0,'no'
136.4488189,204.4375,94.0,665.71875,23.84708774,183.0,'no'
120.5,195.125,84.1875,558.75,39.47145923,184.0,'no'
136.5945946,183.1904762,78.71428571,444.8571429,13.19296865,185.0,'no'
133.2382022,194.0357143,83.21428571,554.0714286,19.81148399,186.0,'no'
130.2468856,183.1964286,79.48214286,440.2678571,13.26110191,187.0,'no'
140.984252,186.5,86.5,476.0,23.00509454,188.0,'no'
125.5213675,202.9189189,88.21621622,575.3243243,21.08218985,189.0,'no'
112.0277778,211.0434783,92.2173913,634.4347826,23.23529679,190.0,'no'
118.9045802,196.5454545,81.60606061,516.4242424,26.56053259,191.0,'no'
119.5429553,195.3090909,87.36363636,519.3454545,21.70737012,192.0,'no'
130.511811,205.0,86.0,641.0,10.68804823,193.0,'no'
136.3244207,190.5070423,80.77464789,439.2816901,15.01256499,194.0,'no'
127.3075435,178.0615385,72.96923077,352.4307692,22.08437826,195.0,'no'
141.5546875,195.4375,86.0,492.5625,25.68552304,196.0,'no'
147.547619,187.75,88.25,561.5,8.150920193,197.0,'no'
117.44,194.537037,87.16666667,448.962963,9.484537268,198.0,'no'
126.9343284,194.952381,90.61904762,493.2380952,24.07000373,199.0,'no'
99.85416667,189.2222222,89.0,521.6666667,18.29659619,200.0,'no'
120.3117569,190.4375,83.0625,431.9791667,17.11460552,201.0,'no'
140.255814,181.8947368,75.31578947,410.2105263,16.0794642,202.0,'no'
142.8107639,187.3611111,80.16666667,442.9444444,16.44481982,203.0,'no'
148.9125,181.0,78.2,451.4,18.65502613,204.0,'no'
113.1875,184.8,74.6,383.7,24.97678923,205.0,'no'
137.1493506,186.4137931,80.10344828,392.6206897,17.10796659,206.0,'no'
108.1392405,181.0,86.4,453.8,27.72814455,207.0,'no'
137.1145833,187.75,74.91666667,493.0833333,15.95740859,208.0,'no'
133.4284116,190.5714286,87.375,586.0535714,21.82698082,209.0,'no'
100.3229167,185.6666667,77.0,527.0,19.9951383,210.0,'no'
146.2720588,187.2941176,81.35294118,547.4117647,14.98996204,211.0,'no'
133.4799567,196.862069,85.29310345,580.0862069,15.10015119,212.0,'no'
118.5539033,195.5294118,85.70588235,505.1176471,36.01672045,213.0,'no'
147.2183099,183.6666667,84.66666667,420.2222222,13.11299422,214.0,'no'
95.53125,197.1,87.7,565.1,18.05574701,215.0,'no'
125.3180516,182.8636364,76.68181818,449.7272727,14.31702737,216.0,'no'
113.9437229,193.3448276,86.48275862,596.3103448,17.27947515,217.0,'no'
116.4702886,194.8648649,88.94594595,599.4324324,24.10635068,218.0,'no'
134.4732143,195.7857143,85.35714286,526.2857143,26.2663943,219.0,'no'
139.8955696,191.7,78.4,456.3,12.66678728,220.0,'no'
128.8208778,177.9259259,71.07407407,296.0555556,12.15328482,221.0,'no'
120.3121019,189.2,82.2,418.1,34.49768108,222.0,'no'
119.8853047,184.4571429,81.51428571,468.5428571,35.33358234,223.0,'no'
113.0469108,253.0363636,118.5454545,794.9272727,27.20980621,224.0,'no'
140.2850746,253.7142857,117.1904762,777.6666667,23.21452991,225.0,'no'
117.3192982,257.0277778,121.7777778,756.3611111,18.72527176,226.0,'no'
109.487069,246.2758621,122.3448276,824.1724138,21.57893455,227.0,'no'
115.2065359,251.7291667,120.5,763.1666667,15.32693481,228.0,'no'
116.0143646,254.0,124.8947368,813.4385965,10.78817565,229.0,'no'
138.2986217,256.4878049,123.3902439,805.902439,18.94464211,230.0,'no'
141.5546875,252.0,115.75,696.25,21.98721219,231.0,'no'
127.2665331,245.4285714,114.7460317,786.9365079,19.6867891,232.0,'no'
133.140678,228.2702703,103.6486486,632.7567568,31.10013517,233.0,'no'
118.0975,251.68,120.48,766.2,31.53426073,234.0,'no'
109.46875,216.5,104.0,611.0,18.22010489,235.0,'no'
135.0352941,194.7291667,82.97916667,414.8541667,17.75449865,236.0,'no'
124.2291667,210.3333333,110.6666667,457.0,17.21110752,237.0,'no'
135.2089552,202.6181818,94.70909091,388.0181818,27.49272481,238.0,'no'
126.7185185,215.4117647,102.8235294,610.0588235,38.79580115,239.0,'no'
117.8710692,198.7,82.0,433.8,18.35286081,240.0,'no'
148.046875,196.75,94.125,481.0,18.38976872,241.0,'no'
125.8306748,216.3921569,100.5490196,532.1372549,22.46162091,242.0,'no'
134.236631,209.2978723,93.38297872,580.5319149,28.83596542,243.0,'no'
111.8743456,193.6666667,93.5,484.8333333,28.30623704,244.0,'no'
112.45,246.2,114.0,699.6,25.8951733,245.0,'no'
149.75,245.0,113.5,685.5,27.5,246.0,'no'
118.09375,200.0,95.5,518.0,22.0,247.0,'no'
122.82287,237.8571429,111.8928571,615.7142857,17.33993856,248.0,'no'
140.6666667,208.7142857,98.14285714,484.4285714,15.3994434,249.0,'no'
137.1984127,215.625,99.125,464.625,24.02049906,250.0,'no'
112.7566667,184.0,79.36842105,375.4210526,26.51566202,251.0,'no'
112.125,209.44,93.4,637.08,31.03943298,252.0,'no'
109.375,202.0,82.0,302.0,16.49810595,253.0,'no'
127.6412722,225.3647059,100.7529412,669.6352941,25.89412566,254.0,'no'
137.1002155,212.8448276,95.87931034,600.5862069,29.68963515,255.0,'no'
132.865598,196.9223301,84.87378641,388.7475728,14.85275072,256.0,'no'
108.5454545,214.3636364,91.63636364,589.0909091,13.66784245,257.0,'no'
97.38297872,228.3888889,103.6111111,674.0,7.397864223,258.0,'no'
122.8066667,207.9736842,90.0,421.4210526,17.3656497,259.0,'no'
142.702381,221.1818182,93.0,538.3636364,11.57797853,260.0,'no'
133.1937173,220.3333333,97.0,587.3333333,12.31163632,261.0,'no'
106.7882883,226.7142857,103.1428571,674.5,26.87736701,262.0,'no'
110.664557,197.5,86.5,459.0,15.9940614,263.0,'no'
119.362069,223.0689655,100.2068966,569.5172414,25.07164526,264.0,'no'
143.9327354,215.8928571,93.46428571,645.6785714,31.59679007,265.0,'no'
156.0833333,228.0,103.0,725.0,24.82885866,266.0,'no'
136.09,221.3157895,98.47368421,507.0526316,13.46134303,267.0,'no'
113.4076336,223.4634146,97.43902439,716.1707317,24.92014611,268.0,'no'
124.1114286,222.4772727,96.77272727,495.9772727,18.40836138,269.0,'no'
108.9928571,232.6666667,109.2222222,763.1111111,16.18383968,270.0,'no'
139.43125,216.5,96.5,724.5,11.83258214,271.0,'no'
127.4290739,189.6111111,81.42592593,318.9814815,18.32431503,272.0,'no'
109.4970238,223.5714286,101.952381,645.5714286,18.03511314,273.0,'no'
141.2041667,220.0,101.6,643.6666667,37.41799923,274.0,'no'
147.5481728,188.7894737,82.73684211,302.6842105,11.62741054,275.0,'no'
116.6030473,226.7307692,103.3205128,677.6410256,20.67178787,276.0,'no'
114.6721854,194.1578947,87.63157895,338.4210526,15.18856546,277.0,'no'
140.2632576,233.6969697,105.1818182,717.0909091,33.2643087,278.0,'no'
99.2721519,234.6,96.8,676.0,23.55100847,279.0,'no'
130.229798,192.52,88.2,367.48,13.0490766,280.0,'no'
126.53125,193.05,87.35,422.1,17.32130191,281.0,'no'
129.1867572,224.0405405,101.8243243,591.9594595,16.80109652,282.0,'no'
121.0208333,230.8666667,104.2666667,605.7,21.81969039,283.0,'no'
96.57894737,249.1578947,111.2631579,763.8421053,20.50930469,284.0,'no'
116.6321429,243.2571429,111.0571429,705.1714286,23.63021241,285.0,'no'
116.4296875,226.125,106.0,640.725,27.10303258,286.0,'no'
132.1189358,201.875,90.825,385.175,23.07157342,287.0,'no'
120.2744186,247.1029412,117.0147059,823.9852941,27.25881972,288.0,'no'
119.8019324,229.5384615,104.3846154,655.0769231,36.68426375,289.0,'no'
113.0833333,215.2222222,96.22222222,552.2777778,25.29285265,290.0,'no'
137.9251969,236.6875,106.5,754.75,34.56492984,291.0,'no'
139.8263889,238.5555556,109.1111111,762.3333333,45.29110233,292.0,'no'
135.129199,207.5068493,95.87671233,414.369863,17.4990979,293.0,'no'
147.454023,202.6363636,96.40909091,549.7727273,19.93030211,294.0,'no'
132.5321637,219.1627907,101.6976744,682.5116279,24.20772731,295.0,'no'
139.7401575,217.625,103.5,640.0,33.56127791,296.0,'no'
124.538206,191.4210526,79.36842105,299.5263158,12.29147397,297.0,'no'
110.6020942,207.4583333,93.16666667,456.125,14.41425799,298.0,'no'
134.4944238,203.8235294,92.02941176,564.6176471,19.22829968,299.0,'no'
156.4375,237.8571429,112.7142857,828.1428571,19.55734634,300.0,'no'
97.82051282,222.2,97.4,668.8,19.46689498,301.0,'no'
140.5243056,224.8333333,97.66666667,624.1111111,28.37790612,302.0,'no'
132.2569444,233.0,106.6666667,616.3333333,17.85123712,303.0,'no'
146.9166667,251.3333333,113.2,770.9333333,31.87726463,304.0,'no'
136.8450704,224.1111111,106.4444444,651.2222222,22.0151463,305.0,'no'
141.2089552,189.8235294,81.64705882,279.3529412,13.41099069,306.0,'no'
143.4301471,222.1176471,95.17647059,498.7647059,14.9710216,307.0,'no'
116.2427419,206.1282051,93.30769231,450.6282051,17.33183501,308.0,'no'
158.678733,208.2857143,94.5,438.0714286,8.362025436,309.0,'no'
127.65625,203.1,88.5,420.5,39.22613924,310.0,'no'
134.90625,221.4,100.0,613.8,14.39305388,311.0,'no'
103.1796875,215.25,98.25,566.25,28.31270695,312.0,'no'
119.3423423,227.5714286,106.7142857,717.8571429,28.6049803,313.0,'no'
138.8102894,222.4871795,100.0,581.2820513,34.0735369,314.0,'no'
114.9902344,213.78125,91.40625,587.6875,31.78344695,315.0,'no'
137.5505124,203.5116279,86.11627907,431.9767442,19.06687443,316.0,'no'
134.9196429,206.1428571,89.0952381,480.4285714,12.69277653,317.0,'no'
113.6730769,205.3076923,95.69230769,550.0769231,22.10277232,318.0,'no'
100.2375,214.6,100.4,603.8,11.6258333,319.0,'no'
116.589372,219.5384615,90.46153846,559.3461538,20.47454763,320.0,'no'
126.828125,232.75,101.25,636.75,19.70247446,321.0,'no'
106.9429348,252.4782609,114.0869565,792.2608696,14.37573044,322.0,'no'
125.4906284,255.3157895,118.7017544,814.7192982,21.5536437,323.0,'no'
140.5397727,243.6363636,105.5454545,749.8181818,37.55986956,324.0,'no'
112.1015625,236.5,103.0,742.5,17.05952355,325.0,'no'
143.20625,207.2,87.4,413.4,15.28692252,326.0,'no'
128.5853018,201.6041667,94.66666667,454.6458333,20.63758034,327.0,'no'
117.2566225,242.8684211,112.5263158,798.5,11.03673669,328.0,'no'
123.3444444,208.2352941,92.35294118,474.7647059,39.02150946,329.0,'no'
155.0625,220.0,98.0,555.0,10.49867717,330.0,'no'
113.5913462,216.1538462,90.0,474.5384615,27.01325557,331.0,'no'
113.8161765,218.2352941,103.2941176,655.0588235,16.89741079,332.0,'no'
126.1192469,231.5333333,110.9,735.0666667,15.51071314,333.0,'no'
138.8807107,209.56,89.96,526.44,29.72810118,334.0,'no'
137.6373874,192.75,85.46428571,426.2142857,15.25978274,335.0,'no'
115.0240385,226.4230769,101.3846154,709.6153846,27.13509922,336.0,'no'
148.9625,220.6,99.8,663.2,18.11077028,337.0,'no'
132.8014706,203.0,85.76923077,451.7307692,10.24817779,338.0,'no'
120.5166667,217.5333333,104.0666667,463.6,12.35475617,339.0,'no'
139.2215447,196.5806452,83.5483871,444.4193548,17.28502567,340.0,'no'
115.0640394,214.7843137,98.92156863,662.2352941,33.23386543,341.0,'no'
129.2887029,217.8666667,106.6,585.4,16.91337406,342.0,'no'
121.9414063,207.0625,96.8125,637.75,18.75322889,343.0,'no'
114.5849923,229.3414634,104.0487805,683.3658537,27.29049229,344.0,'no'
140.6142857,210.5,92.59090909,564.5,30.27671964,345.0,'no'
138.664557,210.0,99.0,657.0,42.2037913,346.0,'no'
134.6672794,225.4705882,100.2941176,654.4705882,29.77215961,347.0,'no'
118.0625,195.4,85.8,489.0,15.55120574,348.0,'no'
160.0625,237.6666667,107.0,771.3333333,18.66071334,349.0,'no'
88.99107143,218.4285714,103.2857143,617.0,9.007933012,350.0,'no'
132.7053571,214.8571429,99.35714286,581.5,31.91154867,351.0,'no'
131.3761755,222.35,102.8,621.75,41.41968131,352.0,'no'
112.5728643,217.28,103.08,651.0,29.19051901,353.0,'no'
121.0368421,215.9583333,101.25,617.625,23.55888014,354.0,'no'
129.471875,206.0,93.55,570.05,24.91405226,355.0,'no'
111.9958159,229.4,100.8,632.0666667,18.58553799,356.0,'no'
129.1319444,231.2222222,104.0,552.5555556,7.959775417,357.0,'no'
136.3263889,218.5555556,99.11111111,712.7777778,16.99091987,358.0,'no'
132.1958225,246.875,110.875,804.875,20.5723655,359.0,'no'
135.5192982,200.4444444,90.80555556,515.8888889,12.66142679,360.0,'no'
122.9113924,203.0,91.0,517.0,26.06990602,361.0,'no'
113.0881356,236.0,100.7894737,726.4210526,17.15660312,362.0,'no'
140.36,219.3636364,99.45454545,615.9545455,33.72506731,363.0,'no'
118.4347826,213.3793103,99.27586207,641.7241379,28.06316131,364.0,'no'
132.553719,208.7391304,94.30434783,583.3913043,20.60438407,365.0,'no'
156.5868056,250.0,117.5,811.7777778,9.249624617,366.0,'no'
126.8678679,218.2380952,102.0,663.5714286,32.20618101,367.0,'no'
99.45833333,245.2222222,117.7777778,788.3333333,6.707283677,368.0,'no'
156.2911392,215.5,97.9,619.6,12.83588719,369.0,'no'
131.71875,219.5,96.25,653.25,30.85573511,370.0,'no'
138.8068182,202.0,86.54545455,447.0,27.21588774,371.0,'no'
117.0292683,194.4615385,82.76923077,441.2307692,46.74948976,372.0,'no'
105.671875,229.1666667,104.8333333,791.0,21.29293049,373.0,'no'
133.8514286,236.4090909,107.6818182,796.2272727,28.97163047,374.0,'no'
133.446875,210.95,90.3,559.45,31.37112526,375.0,'no'
109.4568421,209.1,94.5,562.6666667,25.52219078,376.0,'no'
140.9044586,195.3,85.7,498.0,12.92468568,377.0,'no'
130.9791667,220.9166667,99.08333333,649.25,16.69497596,378.0,'no'
123.8257191,218.2972973,99.83783784,650.7837838,24.95527043,379.0,'no'
138.95625,209.6,96.2,508.4,11.68588893,380.0,'no'
130.6910828,237.1355932,112.2372881,786.4067797,23.91999256,381.0,'no'
105.6448864,242.8181818,112.1818182,762.0,35.86199443,382.0,'no'
137.0923077,205.8867925,90.79245283,562.2264151,24.13090265,383.0,'no'
111.9645669,199.8125,90.875,520.5625,29.57029496,384.0,'no'
138.9542857,211.2727273,91.36363636,549.6363636,24.55353402,385.0,'no'
141.5625,214.25,101.1,717.3,36.64188177,386.0,'no'
