'att1','att2','att3','att4','att5','att6','att7','att8','att9','id','outlier'
0.283375,0.425226,0.088702,0.377645,0.680387,0.076697,0.877858,0.002546,0.134355,31.0,'yes'
0.055131,0.425226,0.031358,0.222233,0.507031,0.004841,0.998375,0.123876,0.984391,32.0,'no'
0.050512,0.425226,0.029074,0.192086,0.476147,0.010827,0.988046,0.015863,0.582047,33.0,'no'
0.10949,0.021291,0.032463,0.183698,0.3688,0.088299,0.861722,0.021988,0.533991,34.0,'no'
0.074926,0.593776,0.029039,0.229894,0.600619,0.008541,0.997771,0.100626,0.831582,35.0,'no'
0.033087,0.19989,0.023656,0.180263,0.467511,0.009956,0.986932,0.022752,0.649324,36.0,'no'
0.078541,0.858343,0.006181,0.078527,0.328725,0.010667,0.973596,0.042637,0.625119,37.0,'no'
0.041372,0.685892,0.025926,0.195758,0.557475,0.00822,0.99771,0.061342,0.793068,38.0,'no'
0.029283,0.425226,0.046107,0.261537,0.532188,0.010706,0.992272,0.020757,0.657359,39.0,'no'
0.025914,0.425226,0.014756,0.145551,0.423204,0.01334,0.988346,0.022052,0.628573,40.0,'no'
0.035172,0.425226,0.232136,0.556786,0.685619,0.005374,0.99885,0.216878,0.968084,41.0,'no'
0.047562,0.425226,0.365856,0.512397,0.528434,0.013755,0.986727,0.014171,0.573255,42.0,'no'
0.033021,0.425226,0.280589,0.469827,0.47808,0.016311,0.962484,0.031644,0.544174,43.0,'no'
0.059034,0.126003,0.025432,0.211695,0.561254,0.010272,0.996058,0.073055,0.746971,44.0,'no'
0.12453,0.425226,0.03802,0.230967,0.460932,0.007942,0.994403,0.028609,0.706946,45.0,'no'
0.104566,0.425226,0.02708,0.224832,0.737294,0.025758,0.957048,0.021359,0.499365,46.0,'no'
0.099405,0.425226,0.037046,0.211547,0.41389,0.011855,0.966572,0.045396,0.647288,47.0,'no'
0.058272,0.470615,0.031347,0.229502,0.559074,0.031302,0.980386,0.008547,0.299214,48.0,'no'
0.072751,0.425226,0.442735,0.512665,0.546384,0.104959,0.655413,0.059092,0.164605,49.0,'no'
0.048841,0.692037,0.049443,0.282454,0.505609,0.02937,0.975125,0.011451,0.328321,50.0,'no'
0.04431,0.70437,0.059504,0.323276,0.61394,0.017501,0.990312,0.027127,0.541862,51.0,'no'
0.054903,0.4747,0.03814,0.253819,0.543233,0.031572,0.969934,0.011523,0.330363,52.0,'no'
0.089743,0.704356,0.02184,0.193346,0.553198,0.010459,0.996139,0.059011,0.749333,53.0,'no'
0.030756,0.864505,0.020946,0.172374,0.507866,0.010472,0.989551,0.025997,0.659914,54.0,'no'
0.066358,0.425226,0.018897,0.138929,0.294125,0.009525,0.971951,0.053452,0.690438,55.0,'no'
0.062288,0.425226,0.037779,0.23907,0.501786,0.004906,0.997972,0.091699,0.94685,56.0,'no'
0.04489,0.425226,0.030361,0.178719,0.426959,0.003962,0.996537,0.030553,0.806229,57.0,'no'
0.02996,0.704356,0.014326,0.125734,0.340921,0.018756,0.968241,0.046347,0.593013,58.0,'no'
0.093915,0.516813,0.056452,0.294355,0.561544,0.010414,0.995977,0.05836,0.766115,59.0,'no'
0.039582,0.267597,0.047083,0.247633,0.451058,0.011927,0.984824,0.020478,0.59726,60.0,'no'
0.047634,0.73723,0.028863,0.180182,0.401283,0.01732,0.97238,0.027805,0.563715,61.0,'no'
0.041457,0.425226,0.033955,0.223837,0.504237,0.006324,0.998764,0.116033,0.866635,62.0,'no'
0.077711,0.704546,0.046734,0.357887,0.84736,0.046967,0.938991,0.026209,0.747377,63.0,'no'
0.036577,0.425226,0.206793,0.483369,0.76885,0.009641,0.950928,0.295238,0.997015,64.0,'no'
0.064867,0.425226,0.054918,0.26552,0.911031,0.05599,0.839905,0.045823,0.695242,65.0,'no'
0.059074,0.425226,0.127263,0.441554,0.589261,0.01076,0.996419,0.056416,0.695838,66.0,'no'
0.09254,0.162741,0.072403,0.311833,0.5068,0.01202,0.990647,0.020916,0.59701,67.0,'no'
0.07386,0.753633,0.067483,0.297928,0.879271,0.059965,0.86317,0.028827,0.557844,68.0,'no'
0.083278,0.425226,0.024111,0.192069,0.534414,0.004773,1.0,0.116717,0.890078,69.0,'no'
0.065172,0.839865,0.014653,0.141073,0.425887,0.007511,0.985839,0.029564,0.663737,70.0,'no'
0.048071,0.827546,0.027192,0.167734,0.353132,0.010653,0.957547,0.067263,0.687,71.0,'no'
0.055145,0.425226,0.197376,0.493836,0.576958,0.005728,0.998112,0.108162,0.907724,72.0,'no'
0.023686,0.425226,0.052102,0.236681,0.448037,0.010273,0.989621,0.021211,0.680633,73.0,'no'
0.060033,0.425226,0.168192,0.445277,0.494401,0.00999,0.995656,0.088628,0.806298,74.0,'no'
0.061554,0.425226,0.172066,0.330385,0.415563,0.0097,0.977571,0.051803,0.681829,75.0,'no'
0.044251,0.425226,0.244599,0.560466,0.586592,0.01503,0.992862,0.068543,0.750738,76.0,'no'
0.080077,0.345892,0.043745,0.287977,0.642381,0.033215,0.982017,0.011833,0.361241,77.0,'no'
0.115808,0.425226,0.218562,0.51866,0.53297,0.012255,0.994687,0.058461,0.762086,78.0,'no'
0.154412,0.815242,0.079849,0.400407,0.698772,0.034825,0.978006,0.012498,0.361147,79.0,'no'
0.151021,0.425226,0.376156,0.664823,0.732194,0.03333,0.972343,0.02109,0.504531,80.0,'no'
0.064896,0.425226,0.036191,0.213656,0.55716,0.008597,0.996273,0.119507,0.916566,81.0,'no'
0.062699,0.425226,0.040332,0.26182,0.940076,0.024724,0.979312,0.051393,0.762861,82.0,'no'
0.102603,0.425226,0.296103,0.602466,0.654713,0.017786,0.988849,0.065063,0.788743,83.0,'no'
0.096998,0.425226,0.043207,0.327288,0.966743,0.087193,0.896169,0.061578,0.732745,84.0,'no'
0.122426,0.249055,0.127511,0.572804,0.908484,0.148173,0.82837,0.021554,0.535753,85.0,'no'
0.26834,0.2983,0.064527,0.337234,0.705536,0.11568,0.885949,0.007416,0.362147,86.0,'no'
0.12205,0.425226,0.0276,0.234651,0.656919,0.059591,0.931335,0.046925,0.721262,87.0,'no'
0.14608,0.425226,0.70612,0.689218,0.940069,0.20029,0.687614,0.014267,0.476306,88.0,'no'
0.117043,0.141272,0.051482,0.281735,0.634089,0.061569,0.901709,0.021079,0.425185,89.0,'no'
0.092009,0.27994,0.031048,0.221121,0.537697,0.006374,0.998364,0.100387,0.890111,90.0,'no'
0.075949,0.403062,0.028163,0.185496,0.445216,0.006894,0.993202,0.026401,0.735547,91.0,'no'
0.151306,0.482934,0.047796,0.321332,0.89322,0.102897,0.851782,0.025264,0.644242,92.0,'no'
0.136018,0.839895,0.087559,0.400621,0.696094,0.01642,0.992173,0.052591,0.694211,93.0,'no'
0.126959,0.347711,0.068338,0.313441,0.498189,0.023209,0.98711,0.02292,0.55176,94.0,'no'
0.138262,0.440067,0.064159,0.322455,0.627139,0.023426,0.985053,0.014839,0.517069,95.0,'no'
0.03214,0.425226,0.028896,0.228724,0.595763,0.005765,0.997493,0.102521,0.902074,96.0,'no'
0.036139,0.425226,0.029668,0.196553,0.475993,0.005541,0.995155,0.04563,0.829476,97.0,'no'
0.033009,0.425226,0.019256,0.160005,0.45483,0.008163,0.990437,0.024065,0.706534,98.0,'no'
0.06629,0.425226,0.016256,0.115572,0.290595,0.005136,0.990526,0.045165,0.775251,99.0,'no'
0.084571,0.446133,0.025988,0.202582,0.513121,0.007483,0.997933,0.092772,0.845228,100.0,'no'
0.067827,0.42766,0.020464,0.160216,0.472647,0.01011,0.985688,0.024025,0.638136,101.0,'no'
0.034795,0.304569,0.020581,0.243201,0.867983,0.184749,0.697722,0.017403,0.409741,102.0,'no'
0.037209,0.425226,0.003311,0.06361,0.352968,0.006696,0.997975,0.087023,0.837922,103.0,'no'
0.046382,0.425226,0.031777,0.204351,0.458431,0.018138,0.956952,0.02924,0.609049,104.0,'no'
0.04777,0.425226,0.019024,0.137141,0.314509,0.03732,0.8934,0.044405,0.553398,105.0,'no'
0.007818,0.114379,0.091931,0.266093,0.307743,0.02556,0.799217,0.069167,0.484818,106.0,'no'
0.006224,0.314688,0.105395,0.275807,0.303402,0.018867,0.795605,0.102414,0.596357,107.0,'no'
0.075235,0.378254,0.011647,0.143191,0.539735,0.008948,0.996231,0.066096,0.758482,108.0,'no'
0.092614,0.728993,0.016502,0.155384,0.462681,0.011257,0.988,0.026314,0.647555,109.0,'no'
0.045382,0.249183,0.022658,0.163913,0.415992,0.011587,0.979117,0.034535,0.660901,110.0,'no'
0.090627,0.433836,0.013339,0.150713,0.532602,0.009584,0.995769,0.053718,0.70603,111.0,'no'
0.057482,0.425226,0.007018,0.093871,0.41258,0.011457,0.987621,0.023879,0.60862,112.0,'no'
0.048704,0.733253,0.011796,0.119448,0.380133,0.013487,0.982188,0.03218,0.640688,113.0,'no'
0.045382,0.359975,0.013335,0.154497,0.527051,0.016886,0.992132,0.025495,0.505884,114.0,'no'
0.115322,0.415369,0.056105,0.327465,0.695621,0.028332,0.979622,0.030668,0.49965,115.0,'no'
0.041906,0.259297,0.0,0.0,0.0,0.026623,0.979204,0.010913,0.30995,116.0,'no'
0.113254,0.728993,0.026694,0.196173,0.496645,0.039633,0.950884,0.027913,0.388173,117.0,'no'
0.083849,0.64297,0.116686,0.411199,0.559661,0.015963,0.990629,0.016161,0.539087,118.0,'no'
0.193013,0.187471,0.042344,0.266126,0.669146,0.080821,0.893537,0.013627,0.469507,119.0,'no'
0.0617,0.433825,0.035669,0.247266,0.530017,0.01708,0.991894,0.031778,0.536928,120.0,'no'
0.044007,0.550716,0.053979,0.295698,0.60649,0.028769,0.97885,0.009628,0.323057,121.0,'no'
0.122802,0.538414,0.023489,0.212643,0.594075,0.045279,0.952813,0.018762,0.349616,122.0,'no'
0.100307,0.405115,0.002221,0.053423,0.367446,0.042835,0.967683,0.008012,0.302377,123.0,'no'
0.073746,0.425226,0.277966,0.610553,0.627403,0.024078,0.98121,0.017397,0.469774,124.0,'no'
0.149238,0.25833,0.31623,0.687459,0.839423,0.13784,0.804331,0.017413,0.449794,125.0,'no'
0.053159,0.425226,0.309062,0.667739,0.703692,0.019058,0.985705,0.022169,0.533314,126.0,'no'
0.121308,0.425226,0.197685,0.52081,0.615215,0.023191,0.978913,0.01671,0.533457,127.0,'no'
0.053831,0.425226,0.266359,0.5883,0.685979,0.024252,0.977209,0.012512,0.486887,128.0,'no'
0.046641,0.425226,0.291828,0.581883,0.691912,0.028752,0.971244,0.009792,0.421493,129.0,'no'
1.0,0.383943,0.214823,0.586667,0.837926,0.185832,0.791318,0.005093,0.259163,130.0,'no'
0.150825,0.815242,0.13464,0.486149,0.668944,0.034336,0.978067,0.010585,0.341616,131.0,'no'
0.058081,0.425226,0.184701,0.564663,0.712295,0.032851,0.970632,0.011108,0.363408,132.0,'no'
0.09785,0.270626,0.225058,0.634724,0.736303,0.048926,0.965966,0.006594,0.195017,133.0,'no'
0.109849,0.064407,0.241716,0.665673,0.831115,0.037235,0.972802,0.025536,0.525076,134.0,'no'
0.110169,0.095206,0.120535,0.496672,0.763635,0.032347,0.977017,0.022002,0.532209,135.0,'no'
0.093582,0.603023,0.479174,0.794936,0.866151,0.045009,0.964564,0.092022,0.668841,136.0,'no'
0.140607,0.753633,0.301528,0.716891,0.747064,0.038205,0.915081,0.045833,0.708028,137.0,'no'
0.149266,0.425226,0.386596,0.727173,0.824395,0.038673,0.967406,0.015283,0.472287,138.0,'no'
0.165257,0.425226,0.209861,0.563067,0.62787,0.027034,0.984144,0.014188,0.489041,139.0,'no'
0.176323,0.46463,0.30922,0.792885,0.98558,0.125442,0.874177,0.019837,0.504373,140.0,'no'
0.101637,0.673618,0.254155,0.661205,0.859781,0.039893,0.982875,0.025908,0.440511,141.0,'no'
0.103,0.425226,0.214759,0.57294,0.72484,0.028347,0.980116,0.028197,0.591484,142.0,'no'
0.079204,0.425226,0.366451,0.707869,0.72045,0.031806,0.975121,0.014335,0.360637,143.0,'no'
0.152878,0.425226,0.348141,0.627343,0.703948,0.024321,0.975656,0.015464,0.460824,144.0,'no'
0.15621,0.425226,0.39883,0.767971,0.82983,0.035574,0.971684,0.013815,0.344136,145.0,'no'
0.127185,0.425226,0.401057,0.733141,0.810347,0.043644,0.950438,0.016312,0.44805,146.0,'no'
0.068039,0.425226,0.171181,0.569031,0.908834,0.054969,0.934695,0.01438,0.398686,147.0,'no'
0.169555,0.425226,0.470916,0.614334,0.66626,0.021452,0.979777,0.015342,0.507125,148.0,'no'
0.314437,0.606089,0.295085,0.873825,0.94672,0.183761,0.823525,0.012057,0.354931,149.0,'no'
0.308757,0.082061,0.340689,0.90705,0.942319,1.0,0.174055,0.003928,0.0,150.0,'no'
0.13755,0.425226,0.162428,0.555429,0.96875,0.054983,0.955887,0.031797,0.569394,151.0,'no'
0.096208,0.055149,0.222817,0.695556,0.969191,0.075519,0.933116,0.025276,0.550127,152.0,'no'
0.077611,0.735213,0.181332,0.597353,0.89978,0.051183,0.959566,0.024288,0.542722,153.0,'no'
0.094169,0.425226,0.377995,0.694576,0.805323,0.041664,0.948391,0.015246,0.402895,154.0,'no'
0.089968,0.36334,0.101423,0.451338,0.867534,0.055478,0.956508,0.025003,0.554596,155.0,'no'
0.108501,0.612292,0.164754,0.541329,0.785262,0.041587,0.972868,0.034625,0.604562,156.0,'no'
0.126684,0.132157,0.122066,0.458342,0.821012,0.035185,0.977662,0.036096,0.620673,157.0,'no'
0.142917,0.425226,0.309093,0.576329,0.674996,0.040531,0.950523,0.014119,0.426783,158.0,'no'
0.033267,0.385159,0.02081,0.139764,0.315416,0.035653,0.781853,0.056837,0.475837,159.0,'no'
0.017192,0.421377,0.062213,0.236994,0.314315,0.037284,0.738666,0.061016,0.472107,160.0,'no'
0.046901,0.336818,0.245636,0.535985,0.586592,0.02598,0.976772,0.011413,0.328088,161.0,'no'
0.045878,0.784429,0.379998,0.582822,0.596732,0.018124,0.981458,0.016678,0.415005,162.0,'no'
0.044898,0.011979,0.229328,0.544272,0.575201,0.021515,0.978316,0.015216,0.408122,163.0,'no'
0.052614,0.288092,0.039154,0.184156,0.271269,0.035251,0.813098,0.057011,0.500783,164.0,'no'
0.051599,0.580147,0.115478,0.287874,0.375765,0.041853,0.7574,0.053878,0.452034,165.0,'no'
0.051261,0.087742,0.205934,0.498289,0.572681,0.023055,0.976696,0.012305,0.368675,166.0,'no'
0.022394,0.219476,0.071613,0.243216,0.33272,0.026629,0.806597,0.072894,0.573636,167.0,'no'
0.042911,0.337005,0.151477,0.456878,0.574727,0.017898,0.983291,0.022033,0.465678,168.0,'no'
0.100485,0.004622,0.473731,0.857385,0.916337,0.195579,0.74353,0.013615,0.337751,169.0,'no'
0.156156,0.240124,0.069976,0.30364,0.684953,0.090517,0.739503,0.02259,0.464553,170.0,'no'
0.09698,0.048131,0.415736,0.85944,0.908423,0.241186,0.633662,0.018515,0.342818,171.0,'no'
0.05286,0.69518,0.269352,0.549681,0.570121,0.013052,0.9831,0.033429,0.603324,172.0,'no'
0.053275,0.425226,0.312458,0.551109,0.584299,0.013861,0.987044,0.031514,0.575415,173.0,'no'
0.060121,0.710559,0.264856,0.446525,0.64682,0.017117,0.968014,0.02747,0.548547,174.0,'no'
0.081866,0.425226,0.183419,0.373512,0.423477,0.005742,0.995923,0.053746,0.7513,175.0,'no'
0.09685,0.425226,0.507209,0.802914,0.914603,0.064307,0.895337,0.016092,0.391784,176.0,'no'
0.060007,0.425226,0.188991,0.49645,0.646217,0.006868,0.990124,0.087341,0.834634,177.0,'no'
0.118661,0.425226,0.143211,0.408623,0.516408,0.004598,0.994203,0.416588,0.921877,178.0,'no'
0.107822,0.068268,0.386518,0.849321,0.948324,0.226154,0.703179,0.021535,0.449227,179.0,'no'
0.087416,0.425226,0.237147,0.47292,0.575358,0.003927,0.99879,0.109469,0.941056,180.0,'no'
0.081179,0.425226,0.084966,0.268107,0.485162,0.006206,0.995441,0.135694,0.922856,181.0,'no'
0.020281,0.425226,0.174454,0.467942,0.565414,0.003577,0.996128,0.422514,0.951096,182.0,'no'
0.058642,0.425226,0.280356,0.57183,0.561185,0.003928,0.995874,0.351322,0.942163,183.0,'no'
0.079636,0.425226,0.248648,0.56685,0.825361,0.021843,0.959413,0.074606,0.808275,184.0,'no'
0.062715,0.747487,0.031109,0.19984,0.435833,0.023898,0.880091,0.050502,0.522444,185.0,'no'
0.026461,0.753633,0.027899,0.139904,0.219195,0.007789,0.755585,0.304765,0.880158,186.0,'no'
0.047825,0.218389,0.029623,0.188652,0.403922,0.017658,0.908388,0.049197,0.561248,187.0,'no'
0.021393,0.243024,0.05064,0.188121,0.230377,0.010909,0.665086,0.274699,0.862941,188.0,'no'
0.066205,0.69381,0.173617,0.546737,0.67657,0.021649,0.989094,0.011155,0.337459,189.0,'no'
0.044458,0.425226,0.026981,0.182576,0.410444,0.014952,0.93251,0.04251,0.52747,190.0,'no'
0.037873,0.759792,0.027401,0.142895,0.224948,0.010004,0.670624,0.30889,0.845132,191.0,'no'
0.052979,0.556875,0.044929,0.231778,0.413535,0.011704,0.948356,0.052678,0.62154,192.0,'no'
0.074762,0.664615,0.17957,0.535396,0.731813,0.019327,0.987322,0.010067,0.425337,193.0,'no'
0.019944,0.556875,0.051713,0.197939,0.257749,0.010924,0.730972,0.23735,0.803545,194.0,'no'
0.047298,0.064408,0.029614,0.187725,0.413301,0.01462,0.919268,0.055172,0.608766,195.0,'no'
0.08677,0.380021,0.144045,0.517408,0.674486,0.022883,0.986674,0.010944,0.383865,196.0,'no'
0.048069,0.082887,0.05127,0.183493,0.229316,0.015312,0.5474,0.281003,0.813165,197.0,'no'
0.323621,0.015132,0.183582,0.641709,0.843354,0.212078,0.832529,0.003369,0.095907,198.0,'no'
0.338444,0.032373,0.394468,0.686291,0.83595,0.067539,0.910374,0.336176,0.757723,199.0,'no'
0.261651,0.28927,0.022004,0.256929,0.832453,0.038481,0.974189,0.007217,0.380015,200.0,'no'
0.053374,0.425226,0.029983,0.18999,0.382648,0.012762,0.935496,0.053812,0.596653,201.0,'no'
0.078614,0.784429,0.181474,0.537533,0.720022,0.020479,0.987519,0.009178,0.351066,202.0,'no'
0.040982,0.722936,0.033346,0.205843,0.429642,0.027719,0.850332,0.04422,0.509954,203.0,'no'
0.090521,0.79675,0.183305,0.573341,0.757629,0.028873,0.979983,0.009894,0.337943,204.0,'no'
0.105612,0.304596,0.146287,0.587209,0.963543,0.110179,0.896668,0.023266,0.515875,205.0,'no'
0.16288,0.553897,0.150227,0.545793,0.797873,0.059052,0.956283,0.009147,0.364652,206.0,'no'
0.049895,0.431508,0.166556,0.537764,0.765232,0.042641,0.944537,0.013006,0.375179,207.0,'no'
0.08376,0.13021,0.071412,0.308328,0.523944,0.045274,0.858099,0.031803,0.452436,208.0,'no'
0.130991,0.809069,0.101858,0.461144,0.874657,0.063541,0.942622,0.033185,0.581901,209.0,'no'
0.184739,0.298421,0.09854,0.416708,0.680933,0.027514,0.98247,0.00927,0.38448,210.0,'no'
0.055771,0.755212,0.036652,0.227993,0.564014,0.032489,0.947387,0.018373,0.358195,211.0,'no'
0.064649,0.515503,0.088906,0.374447,0.609823,0.030172,0.981092,0.017119,0.522892,212.0,'no'
0.067347,0.356278,0.086368,0.40338,0.802738,0.019361,0.986195,0.013095,0.480897,213.0,'no'
0.072269,0.535279,0.321237,0.620273,0.670741,0.073507,0.934855,0.028579,0.108356,214.0,'no'
0.072921,0.329228,0.011777,0.139151,0.467981,0.018225,0.988604,0.015426,0.483045,215.0,'no'
0.081831,0.09364,0.243859,0.656557,0.990399,0.031552,0.976238,0.02133,0.550398,216.0,'no'
0.094808,0.190058,0.136547,0.505117,0.766577,0.072024,0.936137,0.03028,0.552964,217.0,'no'
0.100125,0.284864,0.0957,0.402699,0.615751,0.037968,0.972384,0.007894,0.365973,218.0,'no'
0.151489,0.722903,0.077064,0.356979,0.823202,0.042864,0.957982,0.008112,0.268036,219.0,'no'
0.103155,0.809069,0.077361,0.368419,0.737349,0.012378,0.992427,0.048728,0.744946,220.0,'no'
0.083812,0.425226,0.103436,0.364619,0.553699,0.016757,0.967703,0.037161,0.687462,221.0,'no'
0.059971,0.425226,0.022088,0.149196,0.322004,0.007968,0.966295,0.082237,0.837838,222.0,'no'
0.140675,0.569174,0.100523,0.415059,0.702265,0.023794,0.979959,0.04992,0.747585,223.0,'no'
0.117795,0.425226,0.114217,0.559997,1.0,0.034679,0.974097,0.045652,0.661616,224.0,'no'
0.121573,0.79675,0.078406,0.447893,0.990384,0.052294,0.946744,0.045328,0.634096,225.0,'no'
0.124721,0.132158,0.088803,0.42879,0.924888,0.029667,0.97666,0.040877,0.658111,226.0,'no'
0.163993,0.415416,0.071692,0.377933,0.719167,0.022228,0.983013,0.030434,0.64703,227.0,'no'
0.086868,0.784429,0.0872,0.430555,0.791898,0.029594,0.977417,0.044945,0.668539,228.0,'no'
0.088468,0.550826,0.072194,0.335715,0.609886,0.018675,0.981661,0.015486,0.549648,229.0,'no'
0.085038,0.101364,0.101378,0.509642,0.880624,0.087154,0.905279,0.069033,0.68936,230.0,'no'
0.047423,0.710667,0.055763,0.27156,0.554174,0.017484,0.977122,0.019364,0.541097,231.0,'no'
0.142126,0.425226,0.058164,0.333985,0.727274,0.027752,0.977759,0.032145,0.679125,232.0,'no'
0.140032,0.569254,0.068441,0.372233,0.713286,0.015733,0.99125,0.051474,0.734674,233.0,'no'
0.129396,0.784429,0.048219,0.277349,0.682945,0.019541,0.979524,0.016233,0.545193,234.0,'no'
0.123848,0.076727,0.077897,0.421937,0.875455,0.044588,0.962957,0.026415,0.616133,235.0,'no'
0.208037,0.425226,0.282468,0.682609,0.660073,0.061387,0.950946,0.041837,0.379354,236.0,'no'
0.142,0.425226,0.046282,0.282295,0.605628,0.012769,0.992913,0.053831,0.722184,237.0,'no'
0.193191,0.425226,0.544494,1.0,0.99439,0.056514,0.95322,0.083459,0.451467,238.0,'no'
0.135385,0.425226,0.061043,0.302341,0.584089,0.014887,0.991546,0.03778,0.690017,239.0,'no'
0.115131,0.468725,0.060231,0.294351,0.473058,0.029194,0.955646,0.018269,0.490554,240.0,'no'
0.05322,0.425226,0.023428,0.193358,0.515836,0.011083,0.986874,0.148384,0.888209,241.0,'no'
0.097997,0.425226,0.115199,0.40093,0.675544,0.016233,0.955248,0.03133,0.604091,242.0,'no'
0.036563,0.425226,0.051134,0.215645,0.428226,0.009015,0.962462,0.060165,0.700194,243.0,'no'
0.064327,0.425226,0.102286,0.347513,0.503817,0.004099,0.996537,0.166328,1.0,244.0,'no'
0.033077,0.425226,0.114453,0.391385,0.519458,0.003482,0.997896,0.146207,0.978237,245.0,'no'
0.066002,0.425226,0.193652,0.365023,0.39315,0.005461,0.976431,0.064805,0.815811,246.0,'no'
0.051248,0.425226,0.114416,0.28731,0.373575,0.006091,0.972762,0.056452,0.749346,247.0,'no'
0.047495,0.425226,0.11588,0.29058,0.372557,0.005652,0.941592,0.128017,0.873504,248.0,'no'
0.03228,0.425226,0.09598,0.239426,0.334519,0.004608,0.956116,0.111736,0.857124,249.0,'no'
0.108471,0.839865,0.095328,0.408378,0.644725,0.0155,0.989105,0.075228,0.758332,250.0,'no'
0.043852,0.425226,0.072306,0.303381,0.480977,0.010258,0.992106,0.022667,0.626636,251.0,'no'
0.088716,0.55079,0.059566,0.24144,0.343676,0.019,0.950572,0.043083,0.651278,252.0,'no'
0.117748,0.425226,0.087231,0.366069,0.56777,0.011558,0.995964,0.052833,0.68929,253.0,'no'
0.087201,0.65831,0.089993,0.398032,0.681552,0.030297,0.975252,0.019977,0.508859,254.0,'no'
0.055668,0.747473,0.06793,0.29189,0.487796,0.025139,0.960284,0.021952,0.442398,255.0,'no'
0.060581,0.606083,0.09722,0.3886,0.553743,0.009708,0.996568,0.045261,0.63869,256.0,'no'
0.075078,0.312531,0.119517,0.419651,0.552158,0.015203,0.991334,0.031139,0.552645,257.0,'no'
0.053804,0.321225,0.077483,0.33161,0.620407,0.027399,0.964168,0.016241,0.394747,258.0,'no'
0.059204,0.425226,0.025508,0.196964,0.494983,0.004207,0.999958,0.10315,0.966847,259.0,'no'
0.027003,0.310747,0.022126,0.145518,0.338736,0.009365,0.980705,0.030969,0.667014,260.0,'no'
0.031638,0.425226,0.030308,0.156607,0.286949,0.00742,0.993504,0.042191,0.772851,261.0,'no'
0.057201,0.425226,0.049985,0.288546,0.579544,0.006444,0.997802,0.109672,0.942594,262.0,'no'
