point.id,motherset,origin,original.label,diff.score,ground.truth,REGION.CENTROID.COL,REGION.CENTROID.ROW,SHORT.LINE.DENSITY.5,SHORT.LINE.DENSITY.2,VEDGE.MEAN,VEDGE.SD,HEDGE.MEAN,HEDGE.SD,INTENSITY.MEAN,RAWRED.MEAN,RAWBLUE.MEAN,RAWGREEN.MEAN,EXRED.MEAN,EXBLUE.MEAN,EXGREEN.MEAN,VALUE.MEAN,SATURATION.MEAN,HUE.MEAN
imgseg_point_0011,imgseg,multiclass,BRICKFACE,0.000592108418900006,nominal,-1.46544591915273,0.375456474046926,-0.356970027078398,-0.194509585159686,-0.557651632160849,-0.126895231878589,-0.50237402579594,-0.133810830351914,-0.867699962336565,-0.778203863982522,-0.923276438310575,-0.877865432431117,1.51764635057527,-1.08250683877315,0.312239822022523,-0.922187528523862,0.760529836640288,0.512482235692329
imgseg_point_0012,imgseg,multiclass,BRICKFACE,0.000279451199335035,nominal,-1.39691196024171,-1.19020063752151,-0.356970027078398,-0.194509585159686,0.121635199119283,-0.0453825665513476,-0.179205289936783,-0.126820514178403,-0.356428234424438,-0.318369560199215,-0.30042572980783,-0.456211957288673,0.635169711424494,0.0812979907283879,-0.774667974391417,-0.326789004715647,0.0358164984890978,-0.264192631416626
imgseg_point_0013,imgseg,multiclass,BRICKFACE,0.000129485465981016,nominal,0.974363018079657,0.0971174319903153,-0.356970027078398,-0.194509585159686,-0.39297603164645,-0.117645563657354,-0.486985019907283,-0.137148550058605,-0.804639881173972,-0.711607159545899,-0.84669642619927,-0.835088995434703,1.49846205235209,-0.940579420441555,0.0910107965339228,-0.860058984052529,0.495951876197433,0.278330743478748
imgseg_point_0014,imgseg,multiclass,BRICKFACE,0.000321357296641955,nominal,-0.615624828656057,-0.129033039680681,-0.356970027078398,-0.194509585159686,-0.145962514160979,-0.0908876087981918,-0.240761091889903,-0.125309095255643,-0.402025555111997,-0.331054660621557,-0.382111059212288,-0.489821984679657,0.970894528899176,-0.196879777364469,-0.640006787039804,-0.409627050031835,-0.0855363581651771,-0.17429590342162
imgseg_point_0015,imgseg,multiclass,BRICKFACE,0.000460840415994035,nominal,-1.684754587668,-1.38155872893543,-0.356970027078398,-0.194509585159686,0.101051170058595,-0.0740400168567563,-0.0099260312602371,-0.114162393197841,-0.47963796068179,-0.44204909666233,-0.435717080325903,-0.563153036030136,0.731091090312382,-0.100369076205229,-0.563057636059318,-0.463989541296856,0.134854025103591,-0.25290854414837
imgseg_point_0016,imgseg,multiclass,BRICKFACE,0.000107146678078984,nominal,-0.0673531573678799,0.218890762890082,-0.356970027078398,-0.194509585159686,-0.475313811525037,-0.117975905029653,-0.394651039975718,-0.132614290909839,-0.806580202445746,-0.714778436078556,-0.849249095184147,-0.835088995434703,1.48886990755696,-0.946256521711955,0.110248066965468,-0.865236357516378,0.449602364550092,0.283621530042845
imgseg_point_0017,imgseg,multiclass,BRICKFACE,7.19725400859517e-05,nominal,0.289023428969435,0.0101364813476245,-0.356970027078398,-0.194509585159686,-0.51648278112618,-0.123591779267352,-0.563930035500473,-0.138345090588902,-0.812401126969789,-0.724292239989233,-0.84669642619927,-0.847310834576536,1.46009352496912,-0.895162651153458,0.0525361777597392,-0.873002429361253,0.598306830575946,0.218830716864115
imgseg_point_0018,imgseg,multiclass,BRICKFACE,0.000140293668428049,nominal,-1.39691196024171,-0.668314933665364,-0.356970027078398,-0.194509585159686,-0.166546950793921,-0.103853634315313,-0.179205096035463,-0.123797676502918,-0.500011196515938,-0.397651287996292,-0.512297035002202,-0.578430348706997,1.3353957289617,-0.492088767518331,-0.505345686256072,-0.541650166552787,-0.118880317811689,-0.0155112194380239
imgseg_point_0019,imgseg,multiclass,BRICKFACE,0.000195304904542004,nominal,0.1793690947118,-0.129033039680681,-0.356970027078398,-0.194509585159686,-0.475313833756251,-0.123922123315448,-0.548540988061534,-0.136644743127557,-0.800759262205192,-0.721120983435583,-0.826275099591656,-0.838144452470247,1.37376429087636,-0.82703748189315,0.0236801595741755,-0.857470274022401,0.579380935842356,0.111190656752876
imgseg_point_0020,imgseg,multiclass,BRICKFACE,0.000240726707070982,nominal,1.4266871468924,0.0101364813476245,-0.356970027078398,-0.194509585159686,-0.372391502383451,-0.125656438598765,-0.425429051753032,-0.134377613893244,-0.81628174331915,-0.733806063878917,-0.851801766466424,-0.844255374791078,1.41213283552518,-0.906516838366095,0.119866728151605,-0.875591120752818,0.521057892698223,0.210461983682748
imgseg_point_0021,imgseg,multiclass,BRICKFACE,0.00012723154657901,nominal,-1.41061875202391,-0.129033039680681,-0.356970027078398,-0.194509585159686,-0.557651709970097,-0.124913159696414,-0.579319013688942,-0.137904259179915,-0.823072832408208,-0.743319876352026,-0.854354430856501,-0.853421751397538,1.39294855456785,-0.883808458831433,0.10062945772006,-0.880768489557025,0.650450014754127,0.170366417201093
imgseg_point_0022,imgseg,multiclass,BRICKFACE,0.000161960060481969,nominal,-0.0536463655856754,-1.10321968687882,-0.356970027078398,-0.194509585159686,0.142219969220432,-0.0753613832378855,0.128574744735791,-0.0913021480691701,-0.270084468262769,-0.232745239378806,-0.20597707845299,-0.37982542140351,0.558432622126862,0.206194147145754,-0.909329075175149,-0.231007525739837,-0.0201164548976135,-0.267395690028738
imgseg_point_0023,imgseg,multiclass,BRICKFACE,0.00115803800876702,nominal,-1.25984404241967,0.445041234561078,-0.356970027078398,-0.194509585159686,-0.495898270389192,-0.121692297869038,-0.471596022328683,-0.13758938258982,-0.827923600225491,-0.819430384699326,-0.816064419057347,-0.841199912255705,0.750275371269713,-0.599953599686951,0.264146559375779,-0.849704213826628,0.663336298788209,-0.40302307172107
imgseg_point_0024,imgseg,multiclass,BRICKFACE,0.000216324919949051,nominal,-0.615624828656057,-0.494353032379982,-0.356970027078398,-0.194509585159686,-0.248884771429733,-0.104844673595059,-0.410040184365317,-0.130787998967713,-0.409786761616534,-0.327883335568451,-0.402532397306902,-0.492877441715201,1.07640803358976,-0.287713285284343,-0.591913567677,-0.430336567185433,-0.159682620699357,-0.132288648437015
imgseg_point_0025,imgseg,multiclass,BRICKFACE,0.000148440217239032,nominal,-0.396316160140786,-0.685711123793902,-0.356970027078398,-0.194509585159686,-0.145962365952888,-0.0988158940483591,-0.225372252202376,-0.101315254818548,-0.345756539463694,-0.264457947622501,-0.325952373708596,-0.443990101647356,1.0188552097102,-0.151462946763727,-0.765049330518856,-0.352675872034889,-0.123086933601025,-0.152698262503929
imgseg_point_0026,imgseg,multiclass,BRICKFACE,0.000330048192692001,nominal,0.275316637187231,-0.372579701480215,-0.356970027078398,-0.194509585159686,-0.37239162836033,-0.113763986975819,0.0516297152925062,-0.114918075113596,-0.366129801492029,-0.305684488318313,-0.331057679514746,-0.46232284386062,0.8461967501576,-0.066306580989349,-0.736193312333293,-0.357853222200534,-0.0399913249406212,-0.208720662287711
imgseg_point_0027,imgseg,multiclass,BRICKFACE,0.000298161774215044,nominal,-1.46544591915273,0.253683143147159,-0.356970027078398,-0.194509585159686,-0.372391561666688,-0.114755044094209,-0.440818071491783,-0.135070349634931,-0.820162359668512,-0.727463513667746,-0.864565104498609,-0.847310834576536,1.50805419714722,-0.968964906356004,0.129485389337742,-0.880768489557025,0.512367055400403,0.324065085695628
imgseg_point_0028,imgseg,multiclass,BRICKFACE,0.000103336408968979,nominal,0.1793690947118,0.166702192504468,-0.356970027078398,-0.194509585159686,-0.454729360071286,-0.117397807405146,-0.348484105410313,-0.136581770088004,-0.801729413673114,-0.714778436078556,-0.833933092761886,-0.838144452470247,1.44090924401179,-0.872454251181248,0.0332988900146177,-0.860058984052529,0.57513231565342,0.184579641971414
imgseg_point_0029,imgseg,multiclass,BRICKFACE,0.000385544480862032,nominal,-0.0536463655856754,-0.181221610066295,-0.356970027078398,-0.194509585159686,-0.0636247676292134,-0.0931999988502525,0.143963584423317,-0.114162376194368,-0.439861564518273,-0.365938608294037,-0.430611705597745,-0.517321152997835,1.0284473458724,-0.299067518481464,-0.524583060569075,-0.458812121236599,-0.132732265034487,-0.14411896015363
imgseg_point_0030,imgseg,multiclass,BRICKFACE,0.000154707707682,nominal,-0.410022951922991,-1.15540825726443,-0.356970027078398,-0.194509585159686,-0.0224560055193993,-0.0512461758578638,-0.0868713100052178,-0.110950624331229,-0.281726291116667,-0.232745239378806,-0.223845637287516,-0.39510270658123,0.673538264706234,0.155100276587256,-0.938185093360712,-0.249128239670492,-0.00526489932479594,-0.243390804770456
imgseg_point_0031,imgseg,multiclass,SKY,0.000347567173283394,anomaly,0.206782678276209,-1.71208634137765,-0.356970027078398,-0.194509585159686,-0.331223092267856,-0.0946039135592689,-0.363873194399535,-0.138156178968772,2.38231947833294,2.42478005964842,2.2547940585651,2.46786325813845,-1.55183748031772,1.10317540189833,-0.312972635669094,2.2644891864268,-1.11423058679724,-0.64170846628624
imgseg_point_0032,imgseg,multiclass,SKY,0.000961934249826588,anomaly,0.234196261840618,-1.57291682034935,-0.356970027078398,-0.194509585159686,-0.516483218340051,-0.113402746618258,-0.53315166362071,-0.134226929122315,1.92634653339922,1.82540981390555,1.94081594802764,1.98510074403195,-2.48227471395029,1.67656205795731,-0.351447297727219,1.94608032233065,-0.784534068518776,-0.676307297390939
imgseg_point_0033,imgseg,multiclass,SKY,0.000948352136149517,anomaly,-0.807519913606919,-1.43374729932104,-0.356970027078398,-0.194509585159686,-0.475313522519258,-0.120000322051221,-0.563929176794632,-0.134598787238453,1.90306291388561,1.77784079435217,1.94592123085979,1.95149071664096,-2.68370991004058,1.84687514716316,-0.438015179148147,1.95125764919809,-0.722034850729961,-0.674188922371219
imgseg_point_0034,imgseg,multiclass,SKY,0.00219948370150264,anomaly,0.54945247283132,-0.424768271865829,-0.356970027078398,-0.194509585159686,-0.372390924371893,-0.116737117748073,-0.45620681422865,-0.132110492820597,1.47619472254303,1.31800636784067,1.69575984494426,1.34956491066285,-2.63574884074801,2.67573130929623,-1.89043178899092,1.69756606989107,-0.422564286681623,-0.546715951460898
imgseg_point_0035,imgseg,multiclass,SKY,0.00147171305004709,anomaly,1.4129803551102,-1.79906729202034,-0.356970027078398,-0.194509585159686,-0.310638488900811,-0.116367383742869,-0.440818057641689,-0.12737162902007,2.30373691867581,2.31695677741211,2.21395133642787,2.37314398004002,-1.75327241742032,1.29051966207131,-0.428396535275586,2.22307010552319,-1.04245071810788,-0.637472622198972
imgseg_point_0036,imgseg,multiclass,SKY,0.00145812862738816,anomaly,-0.0125259902390621,-1.6425015808635,-0.356970027078398,-0.194509585159686,-0.331222147441269,-0.111451668278336,-0.379262671191395,-0.124742155282368,2.39396122260428,2.46600645763703,2.26755726564547,2.44953054342433,-1.29284977803945,1.12020662395934,-0.601532298117442,2.2774325035954,-1.14439798014909,-0.587724200044157
imgseg_point_0037,imgseg,multiclass,SKY,0.00390592256791629,anomaly,0.42609134679148,-1.59031301047789,-0.356970027078398,-0.194509585159686,-0.413562020759155,-0.12367433785246,0.0516292997896796,-0.122475230939895,2.59963430822743,2.76727762834446,2.34669006850387,2.71230050846049,-0.592623777768086,0.444632124595623,-0.15907416057236,2.35768200196889,-1.37461530803432,-0.593953915438476
imgseg_point_0038,imgseg,multiclass,SKY,0.0017032412628811,anomaly,-1.42432554380612,-0.581333983022673,-0.356970027078398,-0.194509585159686,-0.454728900626201,-0.126317133785818,-0.45620681422865,-0.13059906607624,2.00201865698852,2.08545387308837,1.93826330661157,1.97593429042789,-0.870795907763395,1.21671722293083,-1.18827018031882,1.94349165889693,-1.08272251287463,-0.47557172158996
imgseg_point_0039,imgseg,multiclass,SKY,0.00573422586195172,anomaly,-1.60251383697478,-1.46853967957812,2.41014662494193,-0.194509585159686,-0.187130794594495,-0.102119350138132,-0.163816145547183,-0.128268975364734,1.99910822092068,1.9903159766888,2.01739587972994,1.96371257228228,-1.70531160711545,1.76171867920104,-1.27483806173975,2.02374092428838,-0.893258755765499,-0.540504549242612
imgseg_point_0040,imgseg,multiclass,SKY,0.00526766506983728,anomaly,-0.039939573803471,-1.95563300317719,-0.356970027078398,-0.194509585159686,-0.331222629117568,-0.120370808401261,0.128575160238617,-0.0542723637173165,2.78687402088994,2.97023866427313,2.451349285523,2.98118078258664,-0.602215905297367,0.0472354444186368,0.523850186324987,2.46381813467958,-1.46345240565759,-0.749837675859052
imgseg_point_0041,imgseg,multiclass,SKY,0.00366015203988229,anomaly,-1.10906933281542,-0.772692074436592,-0.356970027078398,-0.194509585159686,-0.537067354851607,-0.1196316398571,-0.45620681422865,-0.13330731843111,1.85164464247982,1.74295658980673,1.89231530164218,1.88732600889797,-2.49186710046727,1.79010403227142,-0.534201704441636,1.89689525112588,-0.739408290886473,-0.656859480975481
imgseg_point_0042,imgseg,multiclass,SKY,0.0050692268570512,anomaly,-1.61622062875698,-1.83385967227742,-0.356970027078398,-0.194509585159686,-0.228300038380608,-0.111038728183979,-0.410039824262868,-0.133810744654414,2.66075372759382,2.86875814630879,2.37476935382071,2.77340937417996,-0.276083310314124,0.274319341952997,-0.187930178757924,2.38615753272185,-1.447775330042,-0.55115188155626
imgseg_point_0043,imgseg,multiclass,SKY,0.00126814524026135,anomaly,0.864708683822022,-1.4163511091925,-0.356970027078398,-0.194509585159686,-0.413560153337196,-0.115170528425253,-0.209982803110704,-0.118663559168738,1.88268973043983,1.79369696295466,1.88465714765394,1.94537958257675,-2.33839297366955,1.55734319696705,-0.293735347923973,1.88912902784268,-0.810123945918816,-0.677840427308069
imgseg_point_0044,imgseg,multiclass,SKY,0.00369669775965788,anomaly,0.371264179662662,-1.83385967227742,-0.356970027078398,-0.194509585159686,-0.413560597961472,-0.117153026192892,-0.517762546931299,-0.135543649106133,1.96612306053367,1.83809477162069,1.98165844042485,2.04926525928095,-2.76044693027483,1.7163018486003,-0.139836872827238,1.98749917025221,-0.754347227874516,-0.706696427599595
imgseg_point_0045,imgseg,multiclass,SKY,0.00227181951286412,anomaly,-0.0673531573678799,-0.859673025079283,-0.356970027078398,-0.194509585159686,-0.578235646400729,-0.125326083958974,-0.53315166362071,-0.138848893541136,1.69738995923339,1.60659215271135,1.81573514019986,1.62455631885322,-2.20410267028421,2.18182397905388,-1.48644848663973,1.81923441618612,-0.657478687566787,-0.55499680728166
imgseg_point_0046,imgseg,multiclass,SKY,0.00110524917011288,anomaly,0.247903053622822,-1.72948253150619,-0.356970027078398,-0.194509585159686,-0.228300520056907,-0.107074555456183,-0.425429284434615,-0.120774696678405,2.37261793745954,2.42160864897099,2.23947798032863,2.45869710702494,-1.48469267394199,1.05775857129759,-0.303353991796534,2.24895697284244,-1.12783808505844,-0.638278919631331
imgseg_point_0047,imgseg,multiclass,SKY,0.00178169711765981,anomaly,0.768761141346591,-1.67729396112058,-0.356970027078398,-0.194509585159686,-0.434145219854529,-0.11698485281689,-0.533152009873065,-0.135826069468429,2.64620180919652,2.84655918489289,2.35179535133602,2.77646480371636,-0.333636075489807,0.206194147145754,-0.0147944159160675,2.36285932883633,-1.44816547601593,-0.583455806389596
imgseg_point_0048,imgseg,multiclass,SKY,0.000329648304513602,anomaly,-0.245541450536537,-1.78167110189181,-0.356970027078398,-0.194509585159686,-0.454731264545268,-0.115793366262349,-0.348484105410313,-0.13322975029113,2.35030441964489,2.36769717910148,2.24458326316078,2.43425323074746,-1.75327241742032,1.22239436507633,-0.312972635669094,2.25413429970988,-1.06378041206403,-0.651945725820686
imgseg_point_0049,imgseg,multiclass,SKY,0.00100060121255821,anomaly,1.38556677154579,-0.70310731392244,-0.356970027078398,-0.194509585159686,-0.372391391227382,-0.115746076684463,-0.379263031293845,-0.131543719141281,1.40343303502156,1.19115564903165,1.67023308617348,1.27317834727854,-3.06739501121181,2.93120066208872,-1.89043178899092,1.6716790860808,-0.28396203206027,-0.566968059271764
imgseg_point_0050,imgseg,multiclass,SKY,0.00058629964477009,anomaly,-0.4374365354874,-1.6425015808635,-0.356970027078398,-0.194509585159686,-0.248884178597365,-0.0998893567854797,-0.28692763865267,-0.11340653104528,2.39493145527418,2.45966397877946,2.26500439448937,2.4617523715665,-1.35999484340288,1.09749836194058,-0.495727128951393,2.27484360717964,-1.14059524607895,-0.604958322329312
imgseg_point_0051,imgseg,multiclass,SKY,0.00193077825954758,anomaly,-0.889760664300146,-1.24238920790712,-0.356970027078398,-0.194509585159686,-0.434144775230253,-0.114011658717447,-0.456207146630911,-0.127576175689991,1.95351095262149,1.945918053857,1.95357938484804,1.9392686960048,-1.65735114212751,1.60276002756779,-1.05360907953509,1.95902387248129,-0.913294022170691,-0.560905945029115
imgseg_point_0052,imgseg,multiclass,SKY,0.00163312820113324,anomaly,0.741347557782182,-0.389975891608753,-0.356970027078398,-0.194509585159686,-0.537065939464328,-0.118719143237596,-0.502374485619068,-0.134566486422391,2.56373831885978,2.67213901840889,2.36711142957248,2.66646824044022,-1.1010071411246,0.790935138589594,-0.236023484688609,2.37839154242069,-1.25174974987187,-0.625001931719065
imgseg_point_0053,imgseg,multiclass,SKY,0.00112902731526642,anomaly,-0.177007491625515,-1.62510539073496,-0.356970027078398,-0.194509585159686,-0.495897659030813,-0.12123935795891,-0.333094961020714,-0.127927486130143,1.99619778485285,1.93957557499943,1.97400051617663,2.05537614585289,-2.13695777757925,1.48921805325368,-0.380303229344901,1.97973317995105,-0.882614560585555,-0.661610811848157
imgseg_point_0054,imgseg,multiclass,SKY,0.000620284391427781,anomaly,-0.300368617665355,-1.03363492636466,-0.356970027078398,-0.194509585159686,-0.454729360071286,-0.111717067173037,-0.302317807949241,-0.12454628701464,1.8788090617021,1.81272474202465,1.88465714765394,1.91482514971701,-2.12736565004997,1.58005145898581,-0.543820348314196,1.88912902784268,-0.832625207842124,-0.642284845999725
imgseg_point_0055,imgseg,multiclass,SKY,0.00262822043435991,anomaly,0.67281359887116,-1.2771815881642,-0.356970027078398,-0.194509585159686,-0.331222147441269,-0.110358879599622,-0.410039824262868,-0.123974234947439,1.84388330500435,1.76515552268119,1.87444658198964,1.86288216011964,-2.21369488414273,1.7163018486003,-0.688100092970489,1.8787743741078,-0.786459788469567,-0.630541764535022
imgseg_point_0056,imgseg,multiclass,SKY,0.00163016122360122,anomaly,-0.615624828656057,-1.45114348944958,-0.356970027078398,-0.194509585159686,-0.475313981964343,-0.114505985397963,-0.471595930918061,-0.127041265157361,1.92925710043798,1.80955333134723,1.94847387227586,2.00037786421482,-2.65493318213581,1.71062480864254,-0.236023484688609,1.95384631263181,-0.757050138718426,-0.693568145265143
imgseg_point_0057,imgseg,multiclass,SKY,0.00180778294571668,anomaly,-0.793813121824715,-0.911861595464898,-0.356970027078398,-0.194509585159686,-0.0842091672101319,-0.107487397437995,-0.256150485581198,-0.135070373439792,2.32896087255829,2.36135470024391,2.22160926067609,2.40064312085906,-1.59979811796413,1.19400906309982,-0.418777804835144,2.23083609582436,-1.08283223239601,-0.632135269693276
imgseg_point_0058,imgseg,multiclass,SKY,0.000340321700418574,anomaly,-0.451143327269604,-1.17280444739297,-0.356970027078398,-0.194509585159686,-0.537067829117501,-0.126647477410246,-0.440818057641689,-0.130536070422068,2.32993110522819,2.37086827582306,2.21650397784394,2.40064312085906,-1.52306118405912,1.15426927245683,-0.428396535275586,2.22565876895692,-1.09865133456649,-0.623738840259818
imgseg_point_0059,imgseg,multiclass,SKY,0.000779980980200846,anomaly,-0.793813121824715,-1.59031301047789,-0.356970027078398,-0.194509585159686,-0.351807251010625,-0.103608584854441,-0.179204929834333,-0.117881171599494,2.33575197736385,2.34866959982156,2.25224141714903,2.3975878563175,-1.78204871367893,1.35864475469082,-0.514964416696514,2.26190052299308,-1.03485847763046,-0.628244852226709
imgseg_point_0060,imgseg,multiclass,SKY,0.00346209530094833,anomaly,0.0011808015431423,-1.34676634867835,2.41014662494193,-0.194509585159686,-0.475314448819833,-0.113670165962443,-0.0714818332133573,-0.126879176157606,2.29209517440447,2.28207285828107,2.22416190209216,2.3578666948623,-1.95470718186445,1.42676984731032,-0.457252466893268,2.23342475925808,-0.993253886330411,-0.643737928571444
imgseg_point_0061,imgseg,multiclass,FOLIAGE,0.00103332267646805,nominal,-0.327782201229764,-0.04205208903799,2.41014662494193,-0.194509585159686,-0.454729360071286,-0.108504581481232,-0.256150125478748,-0.125069007587991,-0.881282132656424,-0.905054699811447,-0.877328433341192,-0.853421751397538,0.500879796520714,-0.696464265080481,0.677748644108145,-0.911832765287422,1.82482846606021,-0.748230969683447
imgseg_point_0062,imgseg,multiclass,FOLIAGE,0.001597625182025,nominal,-1.42432554380612,-0.0246558989094518,-0.356970027078398,-0.194509585159686,-0.53706719923311,-0.11830663350054,-0.548541001911628,-0.133307313330068,-0.955984073344777,-0.93676741376343,-0.987093112389696,-0.926752795873231,0.951710256574768,-0.991673291000053,0.725841911948962,-1.02314640659154,0.563544970591741,-0.69995530220464
imgseg_point_0063,imgseg,multiclass,FOLIAGE,0.000376871469379036,nominal,-1.09536254103321,-0.598730173151211,-0.356970027078398,-0.194509585159686,-0.413560486805403,-0.119710218194631,-0.456207055220289,-0.132110485169035,-0.910386784090242,-0.933596142653646,-0.867117759699084,-0.929808255933681,0.52965623953902,-0.45802617011471,0.244909228346717,-0.901478002050983,2.44938702188784,-0.492454722697909
imgseg_point_0064,imgseg,multiclass,FOLIAGE,0.000153023334354963,nominal,-1.46544591915273,-0.633522553408287,-0.356970027078398,-0.194509585159686,-0.125378077528038,-0.0835452137614418,-0.148427222759092,-0.11046708468891,-0.893894148888943,-0.901883431841221,-0.884986437998423,-0.887031817287319,0.654354009647673,-0.673755885545819,0.485375567550803,-0.919598837132297,1.90915288955979,-0.56078208842514
imgseg_point_0065,imgseg,multiclass,FOLIAGE,0.000105787065643015,nominal,-0.999414998557781,-0.372579701480215,-0.356970027078398,-0.194509585159686,-0.434144897501929,-0.11599384096406,-0.440818057641689,-0.130536085725193,-0.894864308215121,-0.917739785963069,-0.869670428683961,-0.893142736858235,0.520064094743893,-0.5658910533772,0.437282304904059,-0.904066693442548,2.07105987712245,-0.581635877899414
imgseg_point_0066,imgseg,multiclass,FOLIAGE,0.000363170392830958,nominal,-0.972001414993372,-0.563937792894135,-0.356970027078398,-0.194509585159686,-0.166547024897967,-0.0929522490645537,-0.440818057641689,-0.135826054335339,-0.885162756864042,-0.920911056787439,-0.831380428371809,-0.905364576000068,0.395366307369393,-0.367192662194836,0.225671940601595,-0.865236357516378,2.26849062928979,-0.53310499075181
imgseg_point_0067,imgseg,multiclass,FOLIAGE,0.000772183431606011,nominal,-0.615624828656057,-0.633522553408287,-0.356970027078398,4.39035920789005,8.33483464161668,12.6495407580027,11.7164876472364,23.4322386690153,0.796115842909244,0.740835083513708,0.799773748041288,0.836247798701766,-1.148967778771,0.677393215369349,0.004442871829054,0.788936118355699,-0.528281783038534,-0.685437095106974
imgseg_point_0068,imgseg,multiclass,FOLIAGE,0.000296957603126979,nominal,0.206782678276209,0.0101364813476245,-0.356970027078398,-0.194509585159686,-0.331222629117568,-0.117397802722502,-0.363873055898593,-0.12228625945054,-0.9045658595662,-0.930424871543862,-0.874775768951116,-0.905364576000068,0.500879796520714,-0.543182638076829,0.418045008502149,-0.909244078555498,2.39531273033327,-0.585351899573027
